;modelo;combustivel;preco;ano;km;cor;cambio;cidade;airbag motorista;freios ABS;airbag passageiro;ar-condicionado;direção elétrica;volante com regulagem de altura;travas elétricas;cd player com MP3;entrada USB;vidros elétricos dianteiros;limajuste de alturap. traseiro;desemb. traseiro;alarme;câmbio automático;ajuste de altura;distribuição eletrônica de frenagem,;controle de tração;retrovisores elétricos;piloto automático;Kit Multimídia;bancos de couro;limp. traseiro;longitude;latitude;cilindrada
611;Volkswagen Voyage 1.0 Total Flex 2013;Flex; 38.900,00;2012;91.000;Prata;0;Salto;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-47.293087;-23.199592;1000.0
612;Chevrolet Celta LS 1.0 (Flex) 2p 2012;Flex; 23.999,00;2011;127.000;Prata;0;Avaré;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-48.925052;-23.106732;1000.0
613;Chevrolet Classic LS VHC E 1.0 (Flex) 2013;Flex; 28.000,00;2012;161.757;Cinza;0;Delmiro Gouveia;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-37.998676;-9.385336;1000.0
614;Volkswagen T-Cross 1.4 250 TSI Highline (Aut) 2021;Flex; 121.610,00;2021;65.800;Azul;1;Cuiabá;1;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;1;1;1;-56.097397;-15.600979;1400.0
615;Peugeot 307 Sedan Presence Pack 1.6 16V (flex) 2009;Flex; 25.900,00;2008;230.000;Preto;0;Brasília;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;-47.929657;-15.779522;1600.0
616;Chevrolet Classic LS VHC E 1.0 (Flex) 2011;Flex; 26.800,00;2011;132.210;Branco;0;Campo Grande;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-54.629463;-20.448589;1000.0
617;Volkswagen Gol 1.0 TEC Trendline (Flex) 4p 2015;Flex; 37.900,00;2014;132.600;Branco;0;Curitiba;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-49.264622;-25.419547;1000.0
618;Ford Fiesta Hatch Rocam 1.6 (Flex) 2013;Flex; 35.900,00;2012;156.000;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
619;Ford New Fiesta Sedan 1.6 SE PowerShift (Flex) 2014;Flex; 36.000,00;2013;89.000;Branco;1;Rio das Ostras;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;0;-41.947509;-22.517378;1600.0
620;Fiat Uno Attractive 1.4 8V (Flex) 4p 2012;Flex; 34.990,00;2011;130.405;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1400.0
621;Volkswagen Polo Hatch. 1.6 8V E-Flex (Flex) 2009;Flex; 34.900,00;2008;169.000;Preto;0;Gravataí;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-50.986891;-29.941319;1600.0
622;Fiat Mobi Evo Easy 1.0 (Flex) 2018;Flex; 36.900,00;2018;85.000;Vermelho;0;Americana;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.333119;-22.73736;1000.0
623;Chevrolet Meriva Premium 1.8 (Flex) (easytronic) 2010;Flex; 29.900,00;2009;197.735;Preto;1;São José dos Campos;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;-45.884115;-23.189554;1800.0
624;Nissan Livina 1.6 16V (flex) 2014;Flex; 36.900,00;2014;98.500;Branco;1;Curitiba;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1600.0
625;Fiat Palio Weekend Trekking 1.4 8V (Flex) 2009;Flex; 29.900,00;2008;99.999;Vermelho;0;Porto Alegre;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-51.206533;-30.031771;1400.0
626;Volkswagen Fox 1.0 8V (Flex) 4p 2010;Flex; 28.890,00;2009;166.513;Preto;0;Guarulhos;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;-46.533347;-23.453758;1000.0
627;Ford Fiesta Hatch 1.6 (Flex) 2011;Flex; 26.900,00;2010;103.000;Vermelho;0;Guarulhos;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-46.533347;-23.453758;1600.0
628;Fiat Uno Vivace 1.0 8V (Flex) 4p 2014;Flex; 34.899,00;2014;77.000;Cinza;0;São Paulo;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
629;Fiat Uno Mille Fire Economy Way 1.0 (Flex) 4p 2012;Flex; 29.990,00;2011;81.000;Vermelho;0;Rio de Janeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-43.200295;-22.912897;1000.0
630;Volkswagen CrossFox 1.6 (Flex) 2009;Flex; 32.990,00;2009;138.500;Prata;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
631;Fiat Idea Adventure 1.8 16V E.TorQ (Flex) 2011;Flex; 36.990,00;2011;129.000;Prata;0;Votuporanga;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;0;1;1;0;0;0;1;-49.978112;-20.423659;1800.0
632;Ford EcoSport Ecosport XLT 2.0 16V (Aut) 2008;Gasolina; 34.900,00;2008;145.000;Prata;1;Nova Odessa;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;0;1;-47.294059;-22.783186;2000.0
633;Fiat Siena EL 1.4 8V (Flex) 2012;MultiFlex (Alc; 29.900,00;2012;126.000;Prata;0;Araruama;0;0;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-42.332625;-22.869651;1400.0
634;Fiat Idea Sporting 1.8 16V E.TorQ Dualogic (Flex) 2011;Flex; 36.900,00;2011;95.000;Vermelho;1;São João de Meriti;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;1;-43.37292;-22.805776;1800.0
635;Volkswagen Gol 1.0 2022;Flex; 56.000,00;2021;46.919;Branco;0;Guarapuava;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-51.462317;-25.390237;1000.0
636;Ford Fiesta Sedan 1.6 (Flex) 2011;Flex; 30.900,00;2011;136.885;Prata;0;Jundiaí;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-46.897358;-23.185218;1600.0
637;Citroën Aircross GLX 1.6 16V (flex) 2013;Flex; 36.990,00;2012;134.100;Prata;0;Porto Alegre;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-51.206533;-30.031771;1600.0
638;Volkswagen Fox 1.0 VHT (Flex) 4p 2013;Flex; 35.990,00;2012;143.695;Branco;0;Joinville;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;1;-48.848675;-26.304497;1000.0
639;Ford Fiesta Hatch Rocam 1.6 (Flex) 2013;Flex; 32.900,00;2012;191.000;Prata;0;Bauru;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.087142;-22.324569;1600.0
640;Renault Sandero Stepway 1.6 8V (flex) 2014;Flex; 38.990,00;2014;154.799;Preto;0;Belo Horizonte;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;0;1;-43.926572;-19.910183;1600.0
641;Chevrolet Celta Spirit 1.0 VHCE (Flex) 4p 2011;Flex; 26.500,00;2010;145.000;Vermelho;0;Rio Branco;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;-58.125892;-15.248331;1000.0
642;Fiat Uno Way 1.0 8V (Flex) 4p 2013;Flex; 32.900,00;2012;143.000;Branco;0;Joinville;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-48.848675;-26.304497;1000.0
643;Chevrolet Meriva Joy 1.8 (Flex) 2007;Flex; 24.990,00;2007;192.000;Bege;0;Jundiaí;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.897358;-23.185218;1800.0
644;Chevrolet Classic LS VHC E 1.0 (Flex) 2012;Flex; 25.900,00;2011;134.000;Cinza;0;São Paulo;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
645;Chevrolet Vectra Expression 2.0 (Flex) 2010;Flex; 37.890,00;2009;95.000;Cinza;0;Santo André;1;0;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;-46.543154;-23.67373;2000.0
646;Volkswagen CrossFox 1.6 (Flex) 2009;Flex; 35.900,00;2008;122.000;Vermelho;0;São Paulo;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1600.0
647;Nissan March 1.0 16V S (Flex) 2014;Flex; 34.900,00;2013;111.000;Cinza;0;Fortaleza;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;-38.542298;-3.716638;1000.0
648;Ford Fiesta Hatch 1.6 (Flex) 2009;Flex; 26.900,00;2009;160.000;Preto;0;São Carlos;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-47.885971;-22.017395;1600.0
649;Chevrolet Agile LTZ 1.4 8V (Flex) 2011;Flex; 34.900,00;2011;124.489;Branco;0;Estância Velha;1;1;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-51.184339;-29.65354;1400.0
650;Volkswagen CrossFox 1.6 (Flex) 2006;Flex; 27.900,00;2006;103.534;Prata;0;Goiânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.264346;-16.686439;1600.0
651;Volkswagen Gol 1.0 TEC City (Flex) 4p 2014;Flex; 37.900,00;2013;116.000;Vermelho;0;São Paulo;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;-46.63952;-23.532905;1000.0
652;Volkswagen SpaceFox 1.6 8V (Flex) 2011;Flex; 32.990,00;2010;148.260;Prata;1;Porto Alegre;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;-51.206533;-30.031771;1600.0
653;Chevrolet Celta LT 1.0 (Flex) 2015;Flex; 34.900,00;2015;120.000;Preto;0;Joinville;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-48.848675;-26.304497;1000.0
654;Nissan March 1.0 16V S (Flex) 2013;Flex; 32.000,00;2012;112.100;Preto;0;Matão;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-48.363968;-21.602511;1000.0
655;Fiat Punto Attractive 1.4 (Flex) 2013;Flex; 35.990,00;2012;209.236;Preto;0;Valinhos;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-46.997367;-22.969805;1400.0
656;Fiat Siena EL 1.4 8V (Flex) 2014;MultiFlex (Alc; 33.999,00;2013;100.000;Branco;0;Rio de Janeiro;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;-43.200295;-22.912897;1400.0
657;Volkswagen Gol 1.0 (G5) (Flex) 2013;Flex; 34.900,00;2012;66.684;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.63952;-23.532905;1000.0
658;Volkswagen Fox Prime 1.6 8V I-Motion (Flex) 2011;Flex; 34.990,00;2010;114.500;Preto;1;Itajaí;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;-48.670475;-26.910097;1600.0
659;Renault Logan Authentique 1.0 16V (flex) 2015;Flex; 36.300,00;2014;137.000;Vermelho;0;Guarulhos;1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;-46.533347;-23.453758;1000.0
660;Fiat Uno Way 1.4 8V (Flex) 4p 2011;Flex; 33.900,00;2010;165.000;Prata;0;Araranguá;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.491809;-28.935615;1400.0
661;Renault Sandero Expression 1.0 16V (flex) 2011;Flex; 26.899,00;2010;187.511;Preto;0;São Bernardo do Campo;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-46.564617;-23.691412;1000.0
662;Chevrolet Vectra Elegance 2.0 (Flex) 2010;Flex; 36.900,00;2009;135.600;Preto;0;São Paulo;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;0;0;0;-46.63952;-23.532905;2000.0
663;Chevrolet Vectra Elite 2.0 (Flex) (Aut) 2009;Flex; 37.900,00;2009;100.000;Branco;1;Santa Maria;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;-47.9872688;-16.0036155;2000.0
664;Citroën C4 GLX 2.0 (aut) (flex) 2011;Flex; 32.900,00;2011;165.361;Prata;1;Novo Hamburgo;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;1;1;-51.132828;-29.687548;2000.0
665;Volkswagen CrossFox 1.6 (Flex) 2005;Flex; 29.988,00;2005;191.697;Prata;0;Bebedouro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-48.479083;-20.949077;1600.0
666;Chevrolet Prisma Maxx 1.4 (Flex) 2011;Flex; 27.900,00;2010;160.000;Prata;0;Ponta Grossa;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-50.166787;-25.091622;1400.0
667;Volkswagen Up! 1.0 12v E-Flex take up! 4p 2015;Flex; 38.900,00;2014;121.366;Branco;0;Maringá;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.933298;-23.420545;1000.0
668;Fiat Uno Mille Fire Economy 1.0 (Flex) 2p 2013;Flex; 22.900,00;2013;105.000;Branco;0;Rio Branco do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.311546;-25.189189;1000.0
669;Fiat Palio ELX 1.4 (Flex) 2008;Flex; 27.800,00;2007;186.567;Preto;0;Cascavel;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;-53.459005;-24.957301;1400.0
670;Volkswagen SpaceFox 1.6 8V Trend (Flex) 2013;Flex; 38.990,00;2013;180.000;Prata;0;Dourados;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-54.812043;-22.223099;1600.0
671;Hyundai HB20 1.0 Vision (BlueAudio) 2022;Flex; 65.990,00;2022;35.966;Prata;0;Natal;1;1;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0;1;-35.198604;-5.793567;1000.0
672;Fiat Palio Fire Way 1.0 8V (Flex) 2015;Flex; 35.900,00;2015;135.300;Branco;0;Matão;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-48.363968;-21.602511;1000.0
673;Volkswagen Gol Power 1.6 (G5) (Flex) 2013;Flex; 34.900,00;2012;219.968;Prata;0;Goiânia;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;-49.264346;-16.686439;1600.0
674;Fiat Palio Fire 1.0 8V (Flex) 4p 2012;Flex; 29.900,00;2011;189.543;Cinza;0;Fortaleza;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-38.542298;-3.716638;1000.0
675;Volkswagen Fox 1.6 VHT (Flex) 2012;Flex; 37.000,00;2011;99.289;Preto;0;Montes Claros;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-43.857809;-16.728177;1600.0
676;Citroën C3 Plus 1.4 8V (flex) 2011;Flex; 28.900,00;2010;72.000;Preto;0;Ribeirão Preto;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1;-47.809875;-21.169923;1400.0
677;Jeep Compass 2.0 TDI Trailhawk 4WD 2021;Diesel; 157.630,00;2020;51.088;Branco;1;Pato Branco;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;-52.67063;-26.229237;2000.0
678;Citroën C4 GLX 1.6 (flex) 2013;Flex; 36.900,00;2012;92.000;Cinza;0;Caxias do Sul;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-51.179161;-29.162905;1600.0
679;Fiat Punto Attractive 1.4 (Flex) 2011;Flex; 29.600,00;2010;159.000;Prata;0;São Paulo;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;-46.63952;-23.532905;1400.0
680;Volkswagen Gol 1.6 (G5) (Flex) 2013;Flex; 33.900,00;2012;110.000;Prata;0;Fortaleza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-38.542298;-3.716638;1600.0
681;Chevrolet Montana LS 1.4 (Flex) 2011;Flex; 37.900,00;2011;N/D;Preto;0;Blumenau;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-49.070904;-26.915501;1400.0
682;Fiat Palio Attractive 1.0 8V (Flex) 2013;Flex; 35.900,00;2012;124.490;Prata;0;Franca;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-47.403861;-20.53523;1000.0
683;CAOA Chery Celer Hatch 1.5 16V (Flex) 2013;Flex; 28.800,00;2012;64.000;Prata;0;Guarulhos;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;-46.533347;-23.453758;1500.0
684;Volkswagen Gol 1.6 (G5) (Flex) 2012;Flex; 32.890,00;2011;143.619;Prata;1;Osasco;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;-46.791555;-23.53239;1600.0
685;Volkswagen Gol 1.0 (G5) (Flex) 2012;Flex; 28.990,00;2011;98.000;Vermelho;0;Atibaia;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.556262;-23.117059;1000.0
686;Fiat Palio Attractive 1.4 8V (Flex) 2011;Flex; 29.900,00;2011;102.000;Cinza;0;São José dos Pinhais;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.203097;-25.531343;1400.0
687;Chevrolet Sonic Hatch LT 2013;Flex; 35.990,00;2012;109.311;Cinza;0;Brasília;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;-47.929657;-15.779522;
688;Chevrolet Classic LS VHC E 1.0 (Flex) 2012;Flex; 28.500,00;2012;112.000;Cinza;0;Campo Grande;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-37.310572;-5.8536;1000.0
689;Peugeot 207 XR 1.4 (10 ANOS BRASIL)(Flex) 4p 2011;Flex; 23.490,00;2010;95.000;Prata;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1400.0
690;Volkswagen Gol 1.0 TEC City (Flex) 4p 2015;Flex; 35.900,00;2014;105.000;Prata;0;Santo Antônio da Platina;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-50.081478;-23.295889;1000.0
691;Volkswagen Gol 1.0 TEC (Flex) 4p 2013;Flex; 34.900,00;2012;100.619;Prata;0;Bocaiúva do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-49.114131;-25.206591;1000.0
692;Toyota Corolla Sedan XLi 1.8 16V (flex) 2008;Flex; 35.900,00;2007;189.000;Preto;0;Franca;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;-47.403861;-20.53523;1800.0
693;Fiat Palio Fire 1.0 8V (Flex) 4p 2013;Flex; 27.900,00;2013;112.000;Cinza;0;Avaré;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-48.925052;-23.106732;1000.0
694;Fiat Siena Fire 1.0 8V (Flex) 2010;Flex; 23.990,00;2009;120.134;Branco;0;Lajeado;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-51.964427;-29.459086;1000.0
695;Ford EcoSport Ecosport XL 1.6 (Flex) 2007;Flex; 28.900,00;2006;150.000;Preto;0;Jales;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-50.549442;-20.267227;1600.0
696;Citroën Aircross GLX 1.6 16V (flex) 2013;Flex; 37.990,00;2013;94.000;Preto;0;São Paulo;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-46.63952;-23.532905;1600.0
697;Ford Ka 1.0 (Flex) 2013;Flex; 26.900,00;2012;93.000;Branco;0;Brasília;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-47.929657;-15.779522;1000.0
698;Chevrolet Corsa Hatch Maxx 1.4 (Flex) 2010;Flex; 27.900,00;2009;115.000;Bege;0;Itaquaquecetuba;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;-46.345724;-23.483481;1400.0
699;Volkswagen Polo Sedan Comfortline 1.6 8V (Flex) 2008;Flex; 32.900,00;2008;187.000;Preto;0;São Paulo;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;-46.63952;-23.532905;1600.0
700;Volkswagen Gol 1.0 VHT (Rock in Rio) 2012;Flex; 32.900,00;2011;117.000;Vermelho;0;Rio de Janeiro;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-43.200295;-22.912897;1000.0
701;Fiat Palio Attractive 1.4 8V (Flex) 2013;Flex; 36.900,00;2012;136.700;Preto;0;Amparo;1;1;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;-46.772022;-22.70879;1400.0
702;Nissan Tiida S 1.8 (flex) 2013;Flex; 34.900,00;2012;109.770;Prata;0;Curitiba;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;-49.264622;-25.419547;1800.0
703;Fiat Palio Attractive 1.0 8V (Flex) 2014;Flex; 34.980,00;2013;191.918;Vermelho;0;Carapicuíba;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;-46.840676;-23.523471;1000.0
704;Chevrolet Prisma 1.4 8V LT (Flex) 2012;Flex; 28.900,00;2011;71.500;Vermelho;0;Capinzal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.605702;-27.347295;1400.0
705;Renault Sandero Privilège 1.6 8V Hi-Torque (flex) 2009;Flex; 25.990,00;2009;148.000;Prata;0;Jundiaí;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-46.897358;-23.185218;1600.0
706;Chevrolet Celta LT 1.0 (Flex) 2013;Flex; 32.900,00;2012;127.000;Vermelho;0;Alvorada;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;-49.124926;-12.478465;1000.0
707;Chevrolet Montana Conquest 1.4 (Flex) 2010;Flex; 33.900,00;2009;227.100;Preto;0;Belo Horizonte;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-43.926572;-19.910183;1400.0
708;Chevrolet Celta LT 1.0 (Flex) 2012;Flex; 30.000,00;2011;107.872;Branco;0;Goiatuba;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;-49.365807;-18.010531;1000.0
709;Volkswagen Fox Plus 1.6 8V (Flex) 2008;Flex; 28.900,00;2007;150.239;Preto;0;São José dos Campos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.884115;-23.189554;1600.0
710;Fiat Uno Sporting 1.4 8V (Flex) 4p 2012;Flex; 37.000,00;2011;210.461;Amarelo;0;Presidente Prudente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-51.392526;-22.120654;1400.0
711;Chevrolet Celta LT 1.0 (Flex) 2013;Flex; 32.990,00;2012;176.956;Branco;0;Brasília;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;-47.929657;-15.779522;1000.0
712;Ford Fiesta Hatch SE 1.0 RoCam (Flex) 2014;Flex; 32.900,00;2014;91.000;Branco;0;Porto Alegre;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;-51.206533;-30.031771;1000.0
713;Volkswagen CrossFox 1.6 (Flex) 2010;Flex; 33.900,00;2009;131.022;Prata;0;Belo Horizonte;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;-43.926572;-19.910183;1600.0
714;Nissan Tiida S 1.8 (flex) 2011;Flex; 25.990,00;2010;173.376;Preto;0;Brasília;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-47.929657;-15.779522;1800.0
715;Fiat Palio ELX 1.4 (Flex) 2010;Flex; 31.900,00;2010;116.000;Preto;0;Lavras;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;-45.000949;-21.248002;1400.0
716;Volkswagen Polo Sedan Comfortline 1.6 8V I-Motion (Flex) (Aut) 2013;Flex; 37.890,00;2012;133.110;Branco;1;Contagem;1;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;-44.05392;-19.932079;1600.0
717;Fiat Palio Attractive 1.0 8V (Flex) 2013;Flex; 34.900,00;2013;169.000;Branco;0;Jundiaí;1;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;-46.897358;-23.185218;1000.0
718;Ford Fiesta Hatch SE 1.0 RoCam (Flex) 2014;Flex; 31.990,00;2013;138.000;Prata;0;Santo André;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-46.543154;-23.67373;1000.0
719;Ford EcoSport Ecosport Freestyle 1.6 (Flex) 2011;Flex; 37.900,00;2011;149.000;Preto;0;Xanxerê;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;-52.403579;-26.874694;1600.0
720;Chevrolet Celta LT 1.0 (Flex) 2013;Flex; 32.900,00;2012;137.705;Preto;0;Praia Grande;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;-49.952503;-29.191846;1000.0
721;Ford Fiesta Sedan 1.6 Rocam (Flex) 2012;Flex; 28.900,00;2011;160.000;Preto;0;São Paulo;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1600.0
722;Volkswagen Fox 1.0 TEC (Flex) 4p 2013;Flex; 37.899,00;2013;94.676;Vermelho;0;São Paulo;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-46.63952;-23.532905;1000.0
